"Deaths per day (experimental statistics) by age, sex and time"

" "," ","2020M01D01","2020M01D02","2020M01D03","2020M01D04","2020M01D05","2020M01D06","2020M01D07","2020M01D08","2020M01D09","2020M01D10","2020M01D11","2020M01D12","2020M01D13","2020M01D14","2020M01D15","2020M01D16","2020M01D17","2020M01D18","2020M01D19","2020M01D20","2020M01D21","2020M01D22","2020M01D23","2020M01D24","2020M01D25","2020M01D26","2020M01D27","2020M01D28","2020M01D29","2020M01D30","2020M01D31","2020M02D01","2020M02D02","2020M02D03","2020M02D04","2020M02D05","2020M02D06","2020M02D07","2020M02D08","2020M02D09","2020M02D10","2020M02D11","2020M02D12","2020M02D13","2020M02D14","2020M02D15","2020M02D16","2020M02D17","2020M02D18","2020M02D19","2020M02D20","2020M02D21","2020M02D22","2020M02D23","2020M02D24","2020M02D25","2020M02D26","2020M02D27","2020M02D28","2020M02D29","2020M03D01","2020M03D02","2020M03D03","2020M03D04","2020M03D05","2020M03D06","2020M03D07","2020M03D08","2020M03D09","2020M03D10","2020M03D11","2020M03D12","2020M03D13","2020M03D14","2020M03D15","2020M03D16","2020M03D17","2020M03D18","2020M03D19","2020M03D20","2020M03D21","2020M03D22","2020M03D23","2020M03D24","2020M03D25","2020M03D26","2020M03D27","2020M03D28","2020M03D29","2020M03D30","2020M03D31","2020M04D01","2020M04D02","2020M04D03","2020M04D04","2020M04D05","2020M04D06","2020M04D07","2020M04D08","2020M04D09","2020M04D10","2020M04D11","2020M04D12","2020M04D13","2020M04D14","2020M04D15","2020M04D16","2020M04D17","2020M04D18","2020M04D19","2020M04D20","2020M04D21","2020M04D22","2020M04D23","2020M04D24","2020M04D25","2020M04D26","2020M04D27","2020M04D28","2020M04D29","2020M04D30","2020M05D01","2020M05D02","2020M05D03","2020M05D04","2020M05D05","2020M05D06","2020M05D07","2020M05D08","2020M05D09","2020M05D10","2020M05D11","2020M05D12","2020M05D13","2020M05D14","2020M05D15","2020M05D16","2020M05D17","2020M05D18","2020M05D19","2020M05D20","2020M05D21","2020M05D22","2020M05D23","2020M05D24"
"Total"
" ","Total",163,159,151,162,171,161,154,163,172,166,163,170,156,165,150,156,146,148,147,134,128,173,146,153,123,168,155,153,155,168,148,172,136,169,142,139,141,156,163,168,159,159,155,151,140,152,141,150,144,136,149,154,153,145,139,140,153,162,142,154,131,145,152,160,158,152,154,137,148,133,165,157,165,167,129,166,153,183,174,165,142,155,158,179,172,145,158,170,126,162,165,159,170,167,160,170,190,164,142,156,159,172,157,150,146,185,145,165,165,116,165,150,149,164,148,137,168,157,159,150,138,146,150,143,146,127,148,158,150,151,140,132,117,138,137,141,147,135,141,150,149,138,124,154,122

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. Data before 2020 can be found in "
"http://statbank.dk/doddag. The table is updated each Friday. "

